,fight,winner,odds_w,loser,odds_l
252,Roosevelt Roberts vs Thomas Gifford,Roosevelt-Roberts,1.23,Thomas-Gifford,5.0
253,Takashi Sato vs Ben Saunders,Takashi-Sato,1.47,Ben-Saunders,3.05
254,Andrei Arlovski vs Augusto Sakai,Augusto-Sakai,1.67,Andrei-Arlovski,2.5
255,Carla Esparza vs Virna Jandiroba,Carla-Esparza,2.0,Virna-Jandiroba,2.16
256,Gilbert Burns vs Mike Davis,Gilbert-Burns,1.42,Mike-Davis,3.25
257,Jim Miller vs Jason Gonzalez,Jim-Miller,1.87,Jason-Gonzalez,2.25
258,Angela Hill vs Jodie Esquibel,Angela-Hill,1.22,Jodie-Esquibel,6.05
259,Court McGee vs Dhiego Lima,Dhiego-Lima,2.6,Court-McGee,1.69
260,Aleksei Oleinik vs Alistair Overeem,Alistair-Overeem,1.44,Aleksei-Oleinik,3.25
261,Islam Makhachev vs Arman Tsarukyan,Islam-Makhachev,1.33,Arman-Tsarukyan,3.8
262,Sergey Pavlovich vs Marcelo Golm,Sergey-Pavlovich,1.38,Marcelo-Golm,3.65
263,Roxanne Modafferi vs Antonina Shevchenko,Roxanne-Modafferi,3.75,Antonina-Shevchenko,1.37
264,Krzysztof Jotko vs Alen Amedovski,Krzysztof-Jotko,1.53,Alen-Amedovski,2.95
265,Movsar Evloev vs Seung Woo Choi,Movsar-Evloev,1.3,Seung-Woo-Choi,4.81
266,Sultan Aliev vs Keita Nakamura,Sultan-Aliev,1.91,Keita-Nakamura,2.11
267,Alexander Yakovlev vs Alex da SilvaResult: Alexander Yakovlev won by submission at 3:10 of round 2 Picking Yakovlev straight up Gugabe Picks 1.5u won 1.5u @2.00 Macaco Jr. 2u won 2.0u @2.00 Ctyke1983 1.5u won 1.5u @2.00 Mystic Moose 10u won 10.0u @2.00 SubliminalMMA 2u won 2.0u @2.00 Cowboy Picks 5u won 5.0u @2.00 Pig Lord 1.5u won 1.2u @1.77 Louie Knuxx 4u won 2.7u @1.67 DrBookMMA 3.5u won 3.5u @2.00 UFC Prophet 3u won 2.0u @1.67 Wamrage 1.5u won 1.0u @1.68 ARM N HAMMER 5u won 3.0u @1.61 BMMA User 2u won 1.4u @1.68 The Enfuego 6u won 4.4u @1.74 KnockOut 3u won 2.0u @1.66 Papa Legba 2u won 1.1u @1.57 Alexander Melchiott 1u won 0.8u @1.75 The Right Sides 11u won 7.9u @1.71 Maximus Prophetus 1.5u won 1.0u @1.67 Roosevelt Cooper 1u won 0.7u @1.74 Jack Mac 1u won 0.7u @1.74 BenlikesfoodMMA 3u won 2.0u @1.67 Owakim hansen 2u won 1.5u @1.75 RoganMMA 2u won 1.5u @1.73 Woodlandapple 1.5u won 1.0u @1.67 FadeKeltonFund 3u won 2.2u @1.74 BettingSodsman 1.5u won 1.1u @1.74 MrBlack User 11u won 7.9u @1.71 Steven Ricciardi 3u won 2.2u @1.74Picking Yakovlev as part of a parlay ARM N HAMMER wins by decision @2.85 ARM N HAMMER straight pick @1.61 UFC Prophet straight pick @1.68 Sleaze Nation wins by decision @2.88 KnockOut straight pick @1.66 Chris Statline wins by TKO/KO @5.65 Picking da Silva straight up JustWinBaby 1u lost -1u @2.20 Shaq BFP 1u lost -1u @2.35 BigMarley3 4u lost -4u @2.35 MMATechie 1u lost -1u @2.30 Best Fight Picks 1u lost -1u @2.35 BPT20 1u lost -1u @2.30 khabibtime 2u lost -2u @2.35 Quizzical X 11u lost -11u @2.35 The Storm 2u lost -2u @2.40 Hunter Conner 0.5u lost -0.5u @2.25 Hizzys Handicaps 1.07u lost -1.07u @2.38 MMAKELTON 2u lost -2u @2.35 Mr. Jackpots 5u lost -5u @2.35 Sonnyboy Lol 2u lost -2u @2.25 Flyin’ Brian J 3u lost -3u @2.50 Sensi Miller 1u lost -1u @2.50 Lock of the Night 1.5u lost -1.5u @2.39 Inside The Cage 2u lost -2u @2.38 Quinn 1.5u lost -1.5u @2.34 phillip53 3u lost -3u @2.35 ube921 2u lost -2u @2.35 P J Jones 1.5u lost -1.5u @2.35 JoanCombatPicks 2.5u lost -2.5u @2.38 Pumba MMA 2.5u lost -2.5u @2.25 Donny 3u lost -3u @2.45 Delije 3u lost -3u @2.35 Jariahus Falesima 2u lost -2u @2.30 Balboa Fight Picks 2u lost -2u @2.35 do-jinmono 3u lost -3u @2.30 Uppercut Bets 3u lost -3u @2.38 WillyD 1.25u lost -1.25u @2.30 BMMA User 10u lost -10u @2.40 Ben 2u lost -2u @2.35 Lebaron360 1u lost -1u @2.30 Dog Catcher 1u lost -1u @2.25 Rob Giles 1u lost -1u @2.25 Wellstack MMA 2u lost -2u @2.20 1u lost -1u @2.20 MMA Selector 2.4u lost -2.4u @2.20 Mkebeast 1u lost -1u @2.30 Nick’s Fight Picks 2u lost -2u @2.20 Giorgio Rises 6u lost -6u @2.25 BMMA User 3u lost -3u @2.30 _ 1u lost -1u @2.25 KOP KingOfParlays 1u lost -1u @2.15 Color_Of_Money 0.75u lost -0.75u @2.25 MattyNice 0.5u lost -0.5u @2.35 GorillaPix 0.5u lost -0.5u @2.35 Cowboy Picks 2u lost -2u @2.25Picking da Silva as part of a parlay MMA GAMBLER straight pick @2.25 BMMA User straight pick @2.45 Anthony Venutolo wins inside distance @3.25 MagicM (scorecards = no action) @2.00 That High Guy wins by TKO/KO @5.34 That High Guy straight pick @2.20 That High Guy straight pick @2.20  Parlays with no winner selected MagicM Fight doesn't go to decision @1.95 Chuck Nasty Fight doesn't go to decision @1.80,Alexander-Yakovlev,1.73,Alex-da-Silva,2.36
268,Marcin Tybura vs Shamil Abdurakhimov,Shamil-Abdurakhimov,2.3,Marcin-Tybura,1.78
269,Gadzhimurad Antigulov vs Michal Oleksiejczuk,Michal-Oleksiejczuk,1.5,Gadzhimurad-Antigulov,2.9
270,Magomed Mustafaev vs Rafael Fiziev,Magomed-Mustafaev,2.25,Rafael-Fiziev,2.25
271,Max Holloway vs Dustin Poirier,Dustin-Poirier,3.15,Max-Holloway,1.48
272,Kelvin Gastelum vs Israel Adesanya,Israel-Adesanya,1.61,Kelvin-Gastelum,2.65
273,Eryk Anders vs Khalil Rountree,Khalil-Rountree,2.7,Eryk-Anders,1.55
274,Alan Jouban vs Dwight Grant,Dwight-Grant,1.88,Alan-Jouban,2.15
275,Ovince St Preux vs Nikita Krylov,Nikita-Krylov,1.87,Ovince-St-Preux,2.2
276,Jalin Turner vs Matt Frevola,Matt-Frevola,2.5,Jalin-Turner,1.68
277,Wilson Reis vs Alexandre Pantoja,Alexandre-Pantoja,1.67,Wilson-Reis,2.55
278,Max Griffin vs Zelim Imadaev,Max-Griffin,2.16,Zelim-Imadaev,1.83
279,Boston Salmon vs Khalid Taha,Khalid-Taha,2.45,Boston-Salmon,1.73
280,Belal Muhammad vs Curtis Millender,Belal-Muhammad,1.73,Curtis-Millender,2.4
281,Montel Jackson vs Andre Soukhamthath,Montel-Jackson,1.2,Andre-Soukhamthath,5.75
282,Lauren Mueller vs Poliana Botelho,Poliana-Botelho,1.65,Lauren-Mueller,2.5
283,Brandon Davis vs Randy Costa,Brandon-Davis,1.63,Randy-Costa,2.65
284,Edson Barboza vs Justin Gaethje,Justin-Gaethje,2.1,Edson-Barboza,1.85
285,David Branch vs Jack Hermansson,Jack-Hermansson,1.8,David-Branch,2.25
286,Josh Emmett vs Michael Johnson,Josh-Emmett,2.25,Michael-Johnson,1.8
287,Karolina Kowalkiewicz vs Michelle Waterson,Michelle-Waterson,2.45,Karolina-Kowalkiewicz,1.69
288,Paul Craig vs Kennedy Nzechukwu,Paul-Craig,2.67,Kennedy-Nzechukwu,1.59
289,Sheymon da Silva Moraes vs Sodiq Yusuff,Sodiq-Yusuff,1.72,Sheymon-da-Silva-Moraes,2.31
290,Jessica Aguilar vs Marina Alcalde Rodriguez,Marina-Alcalde-Rodriguez,1.3,Jessica-Aguilar,4.14
291,Desmond Green vs Ross Pearson,Desmond-Green,1.22,Ross-Pearson,5.5
292,Enrique Barzola vs Kevin Aguilar,Kevin-Aguilar,2.2,Enrique-Barzola,1.83
293,Gerald Meerschaert vs Kevin Holland,Kevin-Holland,1.5,Gerald-Meerschaert,2.9
294,Ray Borg vs Casey Kenney,Casey-Kenney,3.25,Ray-Borg,1.44
295,Sabina Mazo vs Maryna Moroz,Maryna-Moroz,2.41,Sabina-Mazo,1.67
296,Alex Perez vs Mark Delarosa,Alex-Perez,1.3,Mark-Delarosa,4.28
297,Stephen Thompson vs Anthony Pettis,Anthony-Pettis,4.55,Stephen-Thompson,1.33
298,Curtis Blaydes vs Justin Willis,Curtis-Blaydes,1.4,Justin-Willis,3.4
299,John Makdessi vs Jesus Pinedo,John-Makdessi,1.34,Jesus-Pinedo,3.6
300,Jussier Formiga vs Deiveson Figueiredo,Jussier-Formiga,2.35,Deiveson-Figueiredo,1.69
301,Luis Pena vs Steven Peterson,Luis-Pena,1.47,Steven-Peterson,3.04
302,Maycee Barber vs J.J. Aldrich,Maycee-Barber,1.4,J.J.-Aldrich,3.35
303,Bryce Mitchell vs Bobby Moffett,Bryce-Mitchell,2.35,Bobby-Moffett,1.73
304,Marlon Vera vs Frankie Saenz,Marlon-Vera,1.62,Frankie-Saenz,2.5
305,Alexis Davis vs Jennifer Maia,Jennifer-Maia,2.33,Alexis-Davis,1.71
306,Angela Hill vs Randa Markos,Randa-Markos,2.35,Angela-Hill,1.74
307,Chris Gutierrez vs Ryan MacDonald,Chris-Gutierrez,1.44,Ryan-MacDonald,3.45
308,Eric Shelton vs Jordan Espinosa,Jordan-Espinosa,2.5,Eric-Shelton,1.79
309,Darren Till vs Jorge Masvidal,Jorge-Masvidal,3.0,Darren-Till,1.47
310,Leon Edwards vs Gunnar Nelson,Leon-Edwards,1.74,Gunnar-Nelson,2.3
311,Volkan Oezdemir vs Dominick Reyes,Dominick-Reyes,1.4,Volkan-Oezdemir,3.3
312,Nathaniel Wood vs Jose Quinonez,Nathaniel-Wood,1.33,Jose-Quinonez,3.75
313,Claudio Silva vs Danny Roberts,Claudio-Silva,1.69,Danny-Roberts,2.35
314,Jack Marshman vs John Phillips,Jack-Marshman,1.77,John-Phillips,2.3
315,Arnold Allen vs Jordan Rinaldi,Arnold-Allen,1.72,Jordan-Rinaldi,2.33
316,Joseph Duffy vs Marc Diakiese,Marc-Diakiese,2.65,Joseph-Duffy,1.57
317,Nick Negumereanu vs Saparbek Safarov,Saparbek-Safarov,0.0,Nick-Negumereanu,0.0
318,Danny Henry vs Dan Ige,Dan-Ige,1.75,Danny-Henry,2.3
319,Priscila Cachoeira vs Molly McCann,Molly-McCann,1.57,Priscila-Cachoeira,2.8
320,Nad Narimani vs Mike Grundy,Mike-Grundy,2.2,Nad-Narimani,1.79
321,Junior dos Santos vs Derrick Lewis,Junior-dos-Santos,1.53,Derrick-Lewis,2.84
322,Elizeu Zaleski dos Santos vs Curtis Millender,Elizeu-Zaleski-dos-Santos,2.1,Curtis-Millender,1.87
323,Niko Price vs Tim Means,Niko-Price,2.85,Tim-Means,1.54
324,Ben Rothwell vs Blagoy Ivanov,Blagoy-Ivanov,2.07,Ben-Rothwell,2.0
325,Beneil Dariush vs Drew Dober,Beneil-Dariush,1.53,Drew-Dober,2.9
326,Tim Boetsch vs Omari Akhmedov,Omari-Akhmedov,1.71,Tim-Boetsch,2.37
327,Tony Martin vs Sergio Moraes,Tony-Martin,1.5,Sergio-Moraes,3.06
328,Marion Reneau vs Yana Kunitskaya,Yana-Kunitskaya,1.57,Marion-Reneau,2.88
329,Grant Dawson vs Julian Erosa,Grant-Dawson,1.57,Julian-Erosa,2.85
330,Maurice Greene vs Jeff Hughes,Maurice-Greene,3.2,Jeff-Hughes,1.45
331,Louis Smolka vs Matt Schnell,Matt-Schnell,2.15,Louis-Smolka,1.81
332,Alex Morono vs Zak Ottow,Alex-Morono,1.58,Zak-Ottow,2.62
333,Alex White vs Dan Moret,Alex-White,1.76,Dan-Moret,2.25
334,Jon Jones vs Anthony Smith,Jon-Jones,1.14,Anthony-Smith,6.87
335,Tyron Woodley vs Kamaru Usman,Kamaru-Usman,2.75,Tyron-Woodley,1.57
336,Ben Askren vs Robbie Lawler,Ben-Askren,1.43,Robbie-Lawler,3.4
337,Tecia Torres vs Weili Zhang,Weili-Zhang,1.8,Tecia-Torres,2.4
338,Cody Garbrandt vs Pedro Munhoz,Pedro-Munhoz,2.5,Cody-Garbrandt,1.66
339,Jeremy Stephens vs Zabit Magomedsharipov,Zabit-Magomedsharipov,1.36,Jeremy-Stephens,3.7
340,Johnny Walker vs Misha Cirkunov,Johnny-Walker,1.62,Misha-Cirkunov,2.67
341,Alejandro Perez vs Cody Stamann,Cody-Stamann,1.6,Alejandro-Perez,2.62
342,Mickey Gall vs Diego Sanchez,Diego-Sanchez,3.1,Mickey-Gall,1.45
343,Charles Byrd vs Edmen Shahbazyan,Edmen-Shahbazyan,1.7,Charles-Byrd,2.47
344,Macy Chiasson vs Gina Mazany,Macy-Chiasson,1.21,Gina-Mazany,5.35
345,Hannah Cifers vs Polyana Viana,Hannah-Cifers,3.5,Polyana-Viana,1.36
346,Jan Blachowicz vs Thiago Santos,Thiago-Santos,1.85,Jan-Blachowicz,2.13
347,Stefan Struve vs Marcos Rogerio de Lima,Stefan-Struve,1.92,Marcos-Rogerio-de-Lima,2.0
348,Gian Villante vs Michal Oleksiejczuk,Michal-Oleksiejczuk,1.5,Gian-Villante,3.0
349,Lucie Pudilova vs Liz Carmouche,Liz-Carmouche,1.73,Lucie-Pudilova,2.36
350,John Dodson vs Petr Yan,Petr-Yan,1.41,John-Dodson,3.5
351,Magomed Ankalaev vs Klidson Farias de Abreu,Magomed-Ankalaev,1.52,Klidson-Farias-de-Abreu,2.8
352,Carlo Pedersoli Jr. vs Dwight Grant,Dwight-Grant,2.46,Carlo-Pedersoli-Jr.,1.73
353,Daniel Teymur vs Chris Fishgold,Chris-Fishgold,1.44,Daniel-Teymur,3.11
354,Gillian Robertson vs Veronica Macedo,Gillian-Robertson,1.62,Veronica-Macedo,2.57
355,Damir Hadzovic vs Marco Polo Reyes,Damir-Hadzovic,1.83,Marco-Polo-Reyes,2.25
356,Michel Prazeres vs Ismail Naurdiev,Ismail-Naurdiev,5.0,Michel-Prazeres,1.25
357,Rustam Khabilov vs Carlos Diego Ferreira,Carlos-Diego-Ferreira,2.23,Rustam-Khabilov,1.77
358,Damir Ismagulov vs Joel Alvarez,Damir-Ismagulov,1.33,Joel-Alvarez,3.75
359,Cain Velasquez vs Francis Ngannou,Francis-Ngannou,2.85,Cain-Velasquez,1.56
360,Paul Felder vs James Vick,Paul-Felder,2.05,James-Vick,1.89
361,Cynthia Calvillo vs Cortney Casey,Cynthia-Calvillo,1.3,Cortney-Casey,4.1
362,Kron Gracie vs Alex Caceres,Kron-Gracie,1.39,Alex-Caceres,3.4
363,Vicente Luque vs Bryan Barberena,Vicente-Luque,1.24,Bryan-Barberena,5.0
364,Myles Jury vs Andre Fili,Andre-Fili,2.26,Myles-Jury,1.74
365,Aljamain Sterling vs Jimmie Rivera,Aljamain-Sterling,2.2,Jimmie-Rivera,1.76
366,Manny Bermudez vs Benito Lopez,Manny-Bermudez,1.54,Benito-Lopez,2.75
367,Ashlee Evans-Smith vs Andrea Lee,Andrea-Lee,1.57,Ashlee-Evans-Smith,2.64
368,Scott Holtzman vs Nik Lentz,Nik-Lentz,2.5,Scott-Holtzman,1.67
369,Renan Barao vs Luke Sanders,Luke-Sanders,1.74,Renan-Barao,2.33
370,Alexandra Albu vs Emily Whitmire,Emily-Whitmire,1.98,Alexandra-Albu,2.01
371,Israel Adesanya vs Anderson Silva,Israel-Adesanya,1.23,Anderson-Silva,5.2
372,Lando Vannata vs Marcos Mariano,Lando-Vannata,1.25,Marcos-Mariano,4.8
373,Rani Yahya vs Ricky Simon,Ricky-Simon,2.0,Rani-Yahya,1.94
374,Montana De La Rosa vs Nadia Kassem,Montana-De-La-Rosa,1.45,Nadia-Kassem,3.2
375,Jim Crute vs Sam Alvey,Jim-Crute,1.74,Sam-Alvey,2.5
376,Dong Hyun Ma vs Devonte Smith,Devonte-Smith,0.0,Dong-Hyun-Ma,0.0
377,Austin Arnett vs Shane Young,Shane-Young,1.33,Austin-Arnett,4.15
378,Kai Kara-France vs Raulian Paiva,Kai-Kara-France,1.43,Raulian-Paiva,3.31
379,Kyung Ho Kang vs Teruto Ishihara,Kyung-Ho-Kang,1.31,Teruto-Ishihara,4.05
380,Jalin Turner vs Callan Potter,Jalin-Turner,1.48,Callan-Potter,3.1
381,Wuliji Buren vs Jonathan Martinez,Jonathan-Martinez,1.83,Wuliji-Buren,2.3
382,Raphael Assuncao vs Marlon Moraes,Marlon-Moraes,1.62,Raphael-Assuncao,2.5
383,Raphael Assuncao vs Marlon Moraes,Raphael-Assuncao,2.5,Marlon-Moraes,1.62
384,Raphael Assuncao vs Marlon Moraes,Marlon-Moraes,1.45,Raphael-Assuncao,2.9
385,Raphael Assuncao vs Marlon Moraes,Raphael-Assuncao,2.9,Marlon-Moraes,1.45
386,Jose Aldo vs Renato Moicano,Jose-Aldo,2.29,Renato-Moicano,1.74
387,Demian Maia vs Lyman Good,Demian-Maia,1.58,Lyman-Good,2.6
388,Charles Oliveira vs David Teymur,Charles-Oliveira,1.88,David-Teymur,2.03
389,Johnny Walker vs Justin Ledet,Johnny-Walker,1.5,Justin-Ledet,2.8
390,Livia Renata Souza vs Sarah Frota,Livia-Renata-Souza,1.46,Sarah-Frota,2.91
391,Markus Perez vs Anthony Hernandez,Markus-Perez,2.6,Anthony-Hernandez,1.68
392,Taila Santos vs Mara Romero Borella,Mara-Romero-Borella,2.5,Taila-Santos,1.66
393,Thiago Alves vs Max Griffin,Thiago-Alves,2.9,Max-Griffin,1.52
394,Junior Albini vs Jairzinho Rozenstruik,Jairzinho-Rozenstruik,2.03,Junior-Albini,1.91
395,Geraldo De Freitas Jr. vs Felipe Colares,Geraldo-De-Freitas-Jr.,0.0,Felipe-Colares,0.0
396,Ricardo Ramos vs Said Nurmagomedov,Said-Nurmagomedov,2.28,Ricardo-Ramos,1.8
397,Magomed Bibulatov vs Rogerio Bontorin,Rogerio-Bontorin,4.89,Magomed-Bibulatov,1.22
398,Henry Cejudo vs T.J. Dillashaw,Henry-Cejudo,3.0,T.J.-Dillashaw,1.48
399,Greg Hardy vs Allen Crowder,Allen-Crowder,5.0,Greg-Hardy,1.22
400,Gregor Gillespie vs Yancy Medeiros,Gregor-Gillespie,1.22,Yancy-Medeiros,5.0
401,Joseph Benavidez vs Dustin Ortiz,Joseph-Benavidez,1.45,Dustin-Ortiz,3.05
402,Joseph Benavidez vs Dustin Ortiz,Joseph-Benavidez,1.45,Dustin-Ortiz,3.05
403,Joseph Benavidez vs Dustin Ortiz,Joseph-Benavidez,1.27,Dustin-Ortiz,4.35
404,Joseph Benavidez vs Dustin Ortiz,Joseph-Benavidez,1.27,Dustin-Ortiz,4.35
405,Paige VanZant vs Rachael Ostovich,Paige-VanZant,1.62,Rachael-Ostovich,2.55
406,Glover Teixeira vs Karl Roberson,Glover-Teixeira,1.98,Karl-Roberson,1.95
407,Alexander Hernandez vs Donald Cerrone,Donald-Cerrone,2.9,Alexander-Hernandez,1.57
408,Ariane Lipski vs Joanne Calderwood,Joanne-Calderwood,3.04,Ariane-Lipski,1.53
409,Alonzo Menifield vs Vinicius Moreira,Alonzo-Menifield,1.4,Vinicius-Moreira,3.75
410,Cory Sandhagen vs Mario Bautista,Cory-Sandhagen,1.2,Mario-Bautista,5.75
411,Dennis Bermudez vs Te Edwards,Dennis-Bermudez,2.15,Te-Edwards,1.89
412,Belal Muhammad vs Geoff Neal,Geoff-Neal,1.53,Belal-Muhammad,2.8
413,Kyle Stewart vs Chance Rencountre,Chance-Rencountre,2.5,Kyle-Stewart,1.63
414,Jon Jones vs Alexander Gustafsson,Jon-Jones,1.38,Alexander-Gustafsson,3.65
415,Cristiane Justino vs Amanda Nunes,Amanda-Nunes,2.8,Cristiane-Justino,1.57
416,Carlos Condit vs Michael Chiesa,Michael-Chiesa,1.87,Carlos-Condit,2.1
417,Corey Anderson vs Ilir Latifi,Corey-Anderson,2.15,Ilir-Latifi,1.83
418,Chad Mendes vs Alex Volkanovski,Alex-Volkanovski,2.3,Chad-Mendes,1.83
419,Andrei Arlovski vs Walt Harris,Walt-Harris,1.5,Andrei-Arlovski,2.87
420,Cat Zingano vs Megan Anderson,Megan-Anderson,2.18,Cat-Zingano,1.83
421,Douglas Silva de Andrade vs Petr Yan,Petr-Yan,1.3,Douglas-Silva-de-Andrade,3.99
422,B.J. Penn vs Ryan Hall,Ryan-Hall,1.23,B.J.-Penn,4.8
423,Nathaniel Wood vs Andre Ewell,Nathaniel-Wood,1.85,Andre-Ewell,2.11
424,Urijah Hall vs Bevon Lewis,Urijah-Hall,0.0,Bevon-Lewis,0.0
425,Curtis Millender vs Siyar Bahadurzada,Curtis-Millender,1.69,Siyar-Bahadurzada,2.37
426,Brian Kelleher vs Montel Jackson,Montel-Jackson,1.61,Brian-Kelleher,2.67
427,Kevin Lee vs Al Iaquinta,Al-Iaquinta,4.0,Kevin-Lee,1.33
428,Edson Barboza vs Daniel Hooker,Edson-Barboza,2.1,Daniel-Hooker,1.87
429,Sergio Pettis vs Rob Font,Rob-Font,1.65,Sergio-Pettis,2.48
430,Jim Miller vs Charles Oliveira,Charles-Oliveira,1.34,Jim-Miller,3.65
431,Zak Ottow vs Dwight Grant,Zak-Ottow,3.5,Dwight-Grant,1.38
432,Bobby Green vs Drakkar Klose,Drakkar-Klose,1.44,Bobby-Green,3.15
433,Joaquim Silva vs Jared Gordon,Joaquim-Silva,2.05,Jared-Gordon,1.89
434,Jack Hermansson vs Gerald Meerschaert,Jack-Hermansson,1.69,Gerald-Meerschaert,2.38
435,Trevor Smith vs Zak Cummings,Zak-Cummings,1.33,Trevor-Smith,3.85
436,Dan Ige vs Jordan Griffin,Dan-Ige,1.62,Jordan-Griffin,2.5
437,Adam Milstead vs Mike Rodriguez,Mike-Rodriguez,2.2,Adam-Milstead,1.83
438,Juan Adams vs Chris de la Rocha,Juan-Adams,1.22,Chris-de-la-Rocha,5.15
439,Max Holloway vs Brian Ortega,Max-Holloway,2.0,Brian-Ortega,2.02
440,Valentina Shevchenko vs Joanna Jedrzejczyk,Valentina-Shevchenko,1.34,Joanna-Jedrzejczyk,3.65
441,Gunnar Nelson vs Alex Oliveira,Gunnar-Nelson,1.71,Alex-Oliveira,2.36
442,Hakeem Dawodu vs Kyle Bochniak,Hakeem-Dawodu,1.57,Kyle-Bochniak,2.76
443,Thiago Santos vs Jimi Manuwa,Thiago-Santos,1.54,Jimi-Manuwa,2.75
444,Claudia Gadelha vs Nina Ansaroff,Nina-Ansaroff,3.7,Claudia-Gadelha,1.36
445,Olivier Aubin-Mercier vs Gilbert Burns,Gilbert-Burns,2.3,Olivier-Aubin-Mercier,1.83
446,Katlyn Chookagian vs Jessica Eye,Jessica-Eye,3.1,Katlyn-Chookagian,1.47
447,Elias Theodorou vs Eryk Anders,Elias-Theodorou,1.85,Eryk-Anders,2.3
448,Brad Katona vs Matthew Lopez,Brad-Katona,1.66,Matthew-Lopez,2.6
449,Chad Laprise vs Dhiego Lima,Dhiego-Lima,4.3,Chad-Laprise,1.27
450,Carlos Diego Ferreira vs Kyle Nelson,Carlos-Diego-Ferreira,1.2,Kyle-Nelson,5.5
451,Aleksandar Rakic vs Devin Clark,Aleksandar-Rakic,1.2,Devin-Clark,5.55
452,Junior dos Santos vs Tai Tuivasa,Junior-dos-Santos,1.69,Tai-Tuivasa,2.4
453,Mauricio Rua vs Tyson Pedro,Mauricio-Rua,5.31,Tyson-Pedro,1.21
454,Mark Hunt vs Justin Willis,Justin-Willis,1.98,Mark-Hunt,2.2
455,Jake Matthews vs Tony Martin,Tony-Martin,2.3,Jake-Matthews,1.87
456,Sodiq Yusuff vs Suman Mokhtarian,Sodiq-Yusuff,1.18,Suman-Mokhtarian,5.8
457,Jim Crute vs Paul Craig,Jim-Crute,1.38,Paul-Craig,3.55
458,Alexey Kunchenko vs Yushin Okami,Alexey-Kunchenko,1.36,Yushin-Okami,3.77
459,Wilson Reis vs Ben Nguyen,Wilson-Reis,2.3,Ben-Nguyen,1.77
460,Keita Nakamura vs Salim Touahri,Keita-Nakamura,1.68,Salim-Touahri,2.6
461,Elias Garcia vs Kai Kara-France,Kai-Kara-France,1.3,Elias-Garcia,4.3
462,Christos Giagos vs Mizuto Hirota,Christos-Giagos,1.31,Mizuto-Hirota,4.19
463,Damir Ismagulov vs Alex Gorgees,Damir-Ismagulov,1.2,Alex-Gorgees,5.5
464,Kamaru Usman vs Rafael dos Anjos,Kamaru-Usman,1.41,Rafael-dos-Anjos,3.25
465,Justin Frazier vs Juan Espino,Juan-Espino,1.67,Justin-Frazier,2.41
466,Macy Chiasson vs Pannie Kianzad,Macy-Chiasson,2.14,Pannie-Kianzad,1.81
467,Bryan Caraway vs Pedro Munhoz,Pedro-Munhoz,1.47,Bryan-Caraway,3.05
468,Darren Stewart vs Edmen Shahbazyan,Edmen-Shahbazyan,1.87,Darren-Stewart,2.05
469,Ji Yeon Kim vs Antonina Shevchenko,Antonina-Shevchenko,1.34,Ji-Yeon-Kim,3.65
470,Rick Glenn vs Kevin Aguilar,Kevin-Aguilar,1.94,Rick-Glenn,2.0
471,Joseph Benavidez vs Alex Perez,Joseph-Benavidez,2.15,Alex-Perez,1.85
472,Maurice Greene vs Michel Batista,Maurice-Greene,1.53,Michel-Batista,2.77
473,Julija Stoliarenko vs Leah Letson,Leah-Letson,0.0,Julija-Stoliarenko,0.0
474,Darrell Horcher vs Roosevelt Roberts,Roosevelt-Roberts,1.33,Darrell-Horcher,3.75
475,Tim Means vs Ricky Rainey,Tim-Means,1.28,Ricky-Rainey,4.2
476,Raoni Barcelos vs Chris Gutierrez,Raoni-Barcelos,1.22,Chris-Gutierrez,5.0
477,Francis Ngannou vs Curtis Blaydes,Francis-Ngannou,3.03,Curtis-Blaydes,1.45
478,Francis Ngannou vs Curtis Blaydes,Francis-Ngannou,3.03,Curtis-Blaydes,1.45
479,Francis Ngannou vs Curtis Blaydes,Francis-Ngannou,2.4,Curtis-Blaydes,1.69
480,Francis Ngannou vs Curtis Blaydes,Francis-Ngannou,2.4,Curtis-Blaydes,1.69
481,Alistair Overeem vs Sergey Pavlovich,Alistair-Overeem,2.2,Sergey-Pavlovich,1.83
482,Vincent Morales vs Yadong Song,Yadong-Song,1.2,Vincent-Morales,5.35
483,David Zawada vs Li Jingliang,Li-Jingliang,1.53,David-Zawada,2.9
484,Alex Morono vs Kenan Song,Alex-Morono,2.23,Kenan-Song,1.91
485,Lauren Mueller vs Yanan Wu,Yanan-Wu,4.5,Lauren-Mueller,1.3
486,Rashad Coulter vs Hu Yaozong,Rashad-Coulter,2.15,Hu-Yaozong,1.91
487,Jessica Aguilar vs Weili Zhang,Weili-Zhang,1.2,Jessica-Aguilar,5.75
488,Martin Day vs Pingyuan Liu,Pingyuan-Liu,1.6,Martin-Day,2.9
489,Syuri Kondo vs Yan Xiaonan,Yan-Xiaonan,1.3,Syuri-Kondo,4.7
490,John Phillips vs Kevin Holland,Kevin-Holland,1.2,John-Phillips,5.75
491,Louis Smolka vs Su Mudaerji,Louis-Smolka,1.62,Su-Mudaerji,2.62
492,Santiago Ponzinibbio vs Neil Magny,Santiago-Ponzinibbio,1.49,Neil-Magny,2.9
493,Darren Elkins vs Ricardo Lamas,Ricardo-Lamas,1.67,Darren-Elkins,2.6
494,Khalil Rountree vs Johnny Walker,Johnny-Walker,2.6,Khalil-Rountree,1.67
495,Ian Heinisch vs Cezar Ferreira,Ian-Heinisch,2.65,Cezar-Ferreira,1.58
