,Fighter,KD,Sig. str.,Sig. str. %,Total str.,Td,Td %,Sub. att,Pass,Rev.,Sig. str,Head,Body,Leg,Distance,Clinch,Ground,W_L_FIGHTERS
445,Polyana Viana Hannah Cifers,0  1,77 of 174  67 of 155,44%  43%,125 of 236  91 of 182,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,77 of 174  67 of 155,29 of 114  21 of 83,28 of 39  31 of 48,20 of 21  15 of 24,65 of 162  54 of 138,8 of 8  8 of 8,4 of 4  5 of 9,Hannah Cifers  Polyana Viana
446,Jan Blachowicz Thiago Santos,0  1,20 of 53  52 of 104,37%  50%,20 of 53  52 of 104,0 of 1  1 of 1,0%  100%,0  0,0  1,0  0,20 of 53  52 of 104,7 of 31  21 of 58,6 of 12  5 of 10,7 of 10  26 of 36,19 of 51  38 of 82,1 of 2  1 of 1,0 of 0  13 of 21,Thiago Santos  Jan Blachowicz
447,Stefan Struve Marcos Rogerio de Lima,0  1,0 of 3  25 of 32,0%  78%,2 of 7  68 of 79,1 of 1  0 of 0,100%  0%,1  0,2  5,0  0,0 of 3  25 of 32,0 of 2  18 of 25,0 of 1  7 of 7,0 of 0  0 of 0,0 of 3  1 of 6,0 of 0  0 of 0,0 of 0  24 of 26,Stefan Struve  Marcos Rogerio de Lima
448,Gian Villante Michal Oleksiejczuk,0  1,9 of 20  14 of 22,45%  63%,9 of 20  14 of 22,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,9 of 20  14 of 22,6 of 12  10 of 18,0 of 4  4 of 4,3 of 4  0 of 0,9 of 20  13 of 19,0 of 0  0 of 0,0 of 0  1 of 3,Michal Oleksiejczuk  Gian Villante
449,Liz Carmouche Lucie Pudilova,0  0,14 of 29  33 of 105,48%  31%,40 of 56  57 of 133,3 of 3  0 of 1,100%  0%,2  2,2  1,0  1,14 of 29  33 of 105,3 of 12  13 of 77,4 of 8  3 of 6,7 of 9  17 of 22,9 of 24  15 of 81,2 of 2  2 of 4,3 of 3  16 of 20,Liz Carmouche  Lucie Pudilova
450,John Dodson Petr Yan,1  0,30 of 81  80 of 155,37%  51%,35 of 86  102 of 180,2 of 8  2 of 5,25%  40%,0  0,0  0,0  0,30 of 81  80 of 155,18 of 65  61 of 131,8 of 11  16 of 20,4 of 5  3 of 4,25 of 73  61 of 134,4 of 7  15 of 17,1 of 1  4 of 4,Petr Yan  John Dodson
451,Magomed Ankalaev Klidson Abreu,1  0,30 of 67  23 of 62,44%  37%,66 of 107  32 of 73,1 of 3  0 of 5,33%  0%,0  0,2  0,0  0,30 of 67  23 of 62,22 of 55  10 of 41,6 of 9  8 of 15,2 of 3  5 of 6,18 of 51  16 of 53,6 of 9  7 of 9,6 of 7  0 of 0,Magomed Ankalaev  Klidson Abreu
452,Dwight Grant Carlo Pedersoli,1  0,20 of 53  17 of 45,37%  37%,22 of 55  17 of 45,0 of 0  1 of 5,0%  20%,0  0,0  0,0  0,20 of 53  17 of 45,14 of 47  7 of 32,2 of 2  9 of 11,4 of 4  1 of 2,12 of 44  14 of 41,2 of 3  3 of 4,6 of 6  0 of 0,Dwight Grant  Carlo Pedersoli
453,Daniel Teymur Chris Fishgold,0  0,17 of 33  14 of 32,51%  43%,31 of 50  19 of 39,1 of 1  5 of 10,100%  50%,0  2,1  5,0  0,17 of 33  14 of 32,14 of 29  13 of 31,3 of 3  1 of 1,0 of 1  0 of 0,7 of 20  8 of 21,1 of 2  4 of 5,9 of 11  2 of 6,Chris Fishgold  Daniel Teymur
454,Veronica Macedo Gillian Robertson,0  0,23 of 41  5 of 8,56%  62%,35 of 59  10 of 14,1 of 1  2 of 4,100%  50%,0  1,1  7,2  3,23 of 41  5 of 8,21 of 38  5 of 7,2 of 3  0 of 1,0 of 0  0 of 0,8 of 25  4 of 7,2 of 2  0 of 0,13 of 14  1 of 1,Gillian Robertson  Veronica Macedo
455,Damir Hadzovic Polo Reyes,0  0,58 of 109  24 of 107,53%  22%,70 of 121  26 of 109,2 of 3  0 of 0,66%  0%,0  0,3  0,0  0,58 of 109  24 of 107,48 of 98  13 of 88,6 of 7  4 of 12,4 of 4  7 of 7,30 of 69  24 of 105,2 of 2  0 of 2,26 of 38  0 of 0,Damir Hadzovic  Polo Reyes
456,Michel Prazeres Ismail Naurdiev,0  0,15 of 35  63 of 103,42%  61%,25 of 47  105 of 157,3 of 13  0 of 1,23%  0%,0  1,3  4,1  2,15 of 35  63 of 103,11 of 29  36 of 70,2 of 4  14 of 16,2 of 2  13 of 17,11 of 30  36 of 70,1 of 1  6 of 7,3 of 4  21 of 26,Ismail Naurdiev  Michel Prazeres
457,Rustam Khabilov Diego Ferreira,0  0,43 of 147  83 of 284,29%  29%,44 of 149  91 of 293,3 of 12  0 of 0,25%  0%,0  1,0  0,0  0,43 of 147  83 of 284,32 of 126  55 of 237,10 of 20  18 of 36,1 of 1  10 of 11,36 of 134  69 of 264,6 of 10  10 of 15,1 of 3  4 of 5,Diego Ferreira  Rustam Khabilov
458,Damir Ismagulov Joel Alvarez,0  0,64 of 150  38 of 127,42%  29%,64 of 150  38 of 127,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,64 of 150  38 of 127,25 of 85  26 of 107,30 of 51  5 of 11,9 of 14  7 of 9,64 of 150  37 of 126,0 of 0  1 of 1,0 of 0  0 of 0,Damir Ismagulov  Joel Alvarez
459,Francis Ngannou Cain Velasquez,0  0,6 of 10  1 of 3,60%  33%,6 of 10  1 of 3,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,6 of 10  1 of 3,6 of 10  0 of 1,0 of 0  1 of 1,0 of 0  0 of 1,3 of 6  1 of 3,1 of 1  0 of 0,2 of 3  0 of 0,Francis Ngannou  Cain Velasquez
460,James Vick Paul Felder,0  0,61 of 121  55 of 119,50%  46%,69 of 129  70 of 134,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,61 of 121  55 of 119,24 of 75  31 of 79,16 of 21  4 of 8,21 of 25  20 of 32,57 of 112  48 of 109,4 of 9  7 of 10,0 of 0  0 of 0,Paul Felder  James Vick
461,Cortney Casey Cynthia Calvillo,0  0,73 of 176  82 of 192,41%  42%,73 of 177  82 of 192,0 of 0  0 of 6,0%  0%,0  0,0  0,0  0,73 of 176  82 of 192,41 of 136  41 of 139,6 of 8  17 of 24,26 of 32  24 of 29,72 of 175  79 of 186,1 of 1  3 of 6,0 of 0  0 of 0,Cynthia Calvillo  Cortney Casey
462,Alex Caceres Kron Gracie,0  0,4 of 14  2 of 10,28%  20%,4 of 14  3 of 11,0 of 0  1 of 2,0%  50%,0  1,0  1,0  0,4 of 14  2 of 10,3 of 13  1 of 6,0 of 0  0 of 0,1 of 1  1 of 4,4 of 14  2 of 10,0 of 0  0 of 0,0 of 0  0 of 0,Kron Gracie  Alex Caceres
463,Vicente Luque Bryan Barberena,1  1,163 of 241  169 of 355,67%  47%,164 of 242  195 of 382,0 of 0  0 of 1,0%  0%,2  0,1  0,1  0,163 of 241  169 of 355,132 of 209  146 of 324,17 of 17  16 of 23,14 of 15  7 of 8,140 of 216  147 of 319,16 of 17  14 of 21,7 of 8  8 of 15,Vicente Luque  Bryan Barberena
464,Andre Fili Myles Jury,0  1,98 of 226  76 of 143,43%  53%,98 of 226  81 of 148,0 of 0  0 of 0,0%  0%,0  0,0  2,0  0,98 of 226  76 of 143,65 of 179  47 of 110,9 of 16  10 of 11,24 of 31  19 of 22,98 of 226  72 of 134,0 of 0  0 of 0,0 of 0  4 of 9,Andre Fili  Myles Jury
465,Jimmie Rivera Aljamain Sterling,0  0,24 of 84  101 of 176,28%  57%,36 of 97  129 of 206,0 of 0  0 of 7,0%  0%,0  0,1  0,0  0,24 of 84  101 of 176,8 of 59  36 of 96,7 of 16  39 of 51,9 of 9  26 of 29,17 of 77  77 of 146,7 of 7  23 of 29,0 of 0  1 of 1,Aljamain Sterling  Jimmie Rivera
466,Benito Lopez Manny Bermudez,0  0,7 of 12  7 of 10,58%  70%,11 of 16  14 of 19,0 of 0  1 of 1,0%  100%,0  1,0  2,0  0,7 of 12  7 of 10,3 of 8  3 of 6,0 of 0  4 of 4,4 of 4  0 of 0,2 of 6  2 of 4,5 of 6  1 of 1,0 of 0  4 of 5,Manny Bermudez  Benito Lopez
467,Ashlee Evans-Smith Andrea Lee,0  0,66 of 225  111 of 209,29%  53%,71 of 230  118 of 216,2 of 10  0 of 2,20%  0%,0  0,2  0,0  0,66 of 225  111 of 209,38 of 178  47 of 132,20 of 36  34 of 46,8 of 11  30 of 31,56 of 214  98 of 190,8 of 9  11 of 17,2 of 2  2 of 2,Andrea Lee  Ashlee Evans-Smith
468,Scott Holtzman Nik Lentz,0  0,54 of 122  71 of 122,44%  58%,86 of 157  79 of 130,0 of 0  5 of 19,0%  26%,0  1,0  2,0  0,54 of 122  71 of 122,39 of 99  39 of 88,13 of 21  16 of 18,2 of 2  16 of 16,40 of 107  55 of 105,7 of 8  16 of 17,7 of 7  0 of 0,Nik Lentz  Scott Holtzman
469,Renan Barao Luke Sanders,0  1,40 of 78  39 of 75,51%  52%,41 of 79  41 of 78,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,40 of 78  39 of 75,10 of 33  26 of 58,27 of 41  6 of 8,3 of 4  7 of 9,34 of 72  34 of 70,6 of 6  2 of 2,0 of 0  3 of 3,Luke Sanders  Renan Barao
470,Alexandra Albu Emily Whitmire,0  0,2 of 5  3 of 5,40%  60%,2 of 6  8 of 11,0 of 0  1 of 1,0%  100%,0  1,0  2,0  0,2 of 5  3 of 5,2 of 5  2 of 4,0 of 0  0 of 0,0 of 0  1 of 1,2 of 5  3 of 5,0 of 0  0 of 0,0 of 0  0 of 0,Emily Whitmire  Alexandra Albu
471,Israel Adesanya Anderson Silva,0  0,65 of 132  31 of 72,49%  43%,65 of 132  34 of 75,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,65 of 132  31 of 72,27 of 79  16 of 49,9 of 22  8 of 12,29 of 31  7 of 11,63 of 129  26 of 67,2 of 3  5 of 5,0 of 0  0 of 0,Israel Adesanya  Anderson Silva
472,Lando Vannata Marcos Mariano,0  0,20 of 40  3 of 9,50%  33%,39 of 64  4 of 11,1 of 1  0 of 0,100%  0%,1  0,2  0,0  0,20 of 40  3 of 9,18 of 37  2 of 7,0 of 1  0 of 0,2 of 2  1 of 2,2 of 4  1 of 7,0 of 0  0 of 0,18 of 36  2 of 2,Lando Vannata  Marcos Mariano
473,Rani Yahya Ricky Simon,0  2,47 of 186  54 of 137,25%  39%,52 of 195  66 of 150,0 of 9  4 of 5,0%  80%,0  0,0  2,0  0,47 of 186  54 of 137,29 of 159  40 of 116,10 of 14  9 of 16,8 of 13  5 of 5,47 of 186  38 of 114,0 of 0  0 of 0,0 of 0  16 of 23,Ricky Simon  Rani Yahya
474,Montana De La Rosa Nadia Kassem,0  0,21 of 35  5 of 7,60%  71%,79 of 101  15 of 20,2 of 3  0 of 0,66%  0%,3  0,7  0,0  0,21 of 35  5 of 7,20 of 34  1 of 3,1 of 1  1 of 1,0 of 0  3 of 3,7 of 19  3 of 4,0 of 0  1 of 1,14 of 16  1 of 2,Montana De La Rosa  Nadia Kassem
475,Jimmy Crute Sam Alvey,1  0,14 of 32  3 of 14,43%  21%,17 of 36  3 of 14,0 of 0  0 of 1,0%  0%,0  0,0  0,0  0,14 of 32  3 of 14,7 of 23  3 of 14,2 of 3  0 of 0,5 of 6  0 of 0,9 of 23  3 of 14,0 of 0  0 of 0,5 of 9  0 of 0,Jimmy Crute  Sam Alvey
476,Devonte Smith Dong Hyun Ma,1  0,19 of 43  1 of 9,44%  11%,19 of 43  1 of 9,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,19 of 43  1 of 9,14 of 34  0 of 4,1 of 4  0 of 1,4 of 5  1 of 4,15 of 38  1 of 9,0 of 0  0 of 0,4 of 5  0 of 0,Devonte Smith  Dong Hyun Ma
477,Shane Young Austin Arnett,1  0,120 of 308  77 of 209,38%  36%,121 of 309  78 of 210,0 of 2  0 of 0,0%  0%,0  0,0  0,0  0,120 of 308  77 of 209,69 of 237  72 of 201,32 of 46  3 of 6,19 of 25  2 of 2,119 of 307  76 of 208,1 of 1  1 of 1,0 of 0  0 of 0,Shane Young  Austin Arnett
478,Kai Kara-France Raulian Paiva,0  0,58 of 168  67 of 184,34%  36%,60 of 170  71 of 188,2 of 7  0 of 4,28%  0%,0  1,0  1,0  0,58 of 168  67 of 184,33 of 134  36 of 140,17 of 24  21 of 33,8 of 10  10 of 11,55 of 164  61 of 170,1 of 2  1 of 4,2 of 2  5 of 10,Kai Kara-France  Raulian Paiva
479,Teruto Ishihara Kyung Ho Kang,1  1,17 of 47  26 of 58,36%  44%,18 of 48  30 of 62,0 of 0  1 of 1,0%  100%,0  1,0  1,0  0,17 of 47  26 of 58,12 of 36  19 of 46,1 of 5  7 of 12,4 of 6  0 of 0,11 of 35  15 of 40,6 of 10  11 of 18,0 of 2  0 of 0,Kyung Ho Kang  Teruto Ishihara
480,Callan Potter Jalin Turner,0  1,3 of 4  9 of 17,75%  52%,3 of 4  9 of 17,0 of 1  0 of 0,0%  0%,0  0,0  1,0  0,3 of 4  9 of 17,1 of 2  6 of 14,0 of 0  3 of 3,2 of 2  0 of 0,3 of 4  5 of 12,0 of 0  1 of 1,0 of 0  3 of 4,Jalin Turner  Callan Potter
481,Wuliji Buren Jonathan Martinez,0  0,17 of 31  47 of 87,54%  54%,24 of 40  63 of 110,3 of 6  1 of 2,50%  50%,1  0,7  4,2  1,17 of 31  47 of 87,8 of 19  27 of 55,5 of 8  5 of 9,4 of 4  15 of 23,12 of 24  18 of 46,0 of 0  4 of 5,5 of 7  25 of 36,Jonathan Martinez  Wuliji Buren
482,Raphael Assuncao Marlon Moraes,0  1,2 of 12  10 of 23,16%  43%,3 of 13  12 of 25,0 of 0  0 of 0,0%  0%,0  1,0  2,0  0,2 of 12  10 of 23,1 of 10  8 of 17,0 of 0  0 of 2,1 of 2  2 of 4,2 of 12  7 of 18,0 of 0  0 of 0,0 of 0  3 of 5,Marlon Moraes  Raphael Assuncao
483,Jose Aldo Renato Moicano,0  0,26 of 50  24 of 53,52%  45%,26 of 50  24 of 53,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,26 of 50  24 of 53,18 of 36  17 of 40,6 of 9  1 of 4,2 of 5  6 of 9,19 of 43  24 of 53,7 of 7  0 of 0,0 of 0  0 of 0,Jose Aldo  Renato Moicano
484,Demian Maia Lyman Good,0  0,0 of 1  0 of 2,0%  0%,8 of 9  0 of 2,2 of 4  0 of 0,50%  0%,2  0,1  0,0  0,0 of 1  0 of 2,0 of 1  0 of 2,0 of 0  0 of 0,0 of 0  0 of 0,0 of 1  0 of 2,0 of 0  0 of 0,0 of 0  0 of 0,Demian Maia  Lyman Good
485,Charles Oliveira David Teymur,0  1,28 of 58  26 of 53,48%  49%,31 of 61  31 of 59,1 of 1  0 of 0,100%  0%,1  0,1  0,0  0,28 of 58  26 of 53,21 of 42  16 of 40,4 of 12  6 of 8,3 of 4  4 of 5,21 of 45  23 of 47,7 of 13  0 of 0,0 of 0  3 of 6,Charles Oliveira  David Teymur
486,Johnny Walker Justin Ledet,1  0,7 of 8  0 of 4,87%  0%,7 of 8  0 of 4,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,7 of 8  0 of 4,6 of 7  0 of 4,0 of 0  0 of 0,1 of 1  0 of 0,4 of 4  0 of 4,0 of 0  0 of 0,3 of 4  0 of 0,Johnny Walker  Justin Ledet
487,Livinha Souza Sarah Frota,0  0,23 of 65  32 of 90,35%  35%,75 of 118  78 of 143,4 of 10  0 of 0,40%  0%,3  0,2  0,0  0,23 of 65  32 of 90,14 of 49  23 of 72,6 of 10  7 of 12,3 of 6  2 of 6,15 of 46  23 of 80,3 of 3  4 of 4,5 of 16  5 of 6,Livinha Souza  Sarah Frota
488,Markus Perez Anthony Hernandez,0  0,16 of 32  17 of 35,50%  48%,19 of 35  21 of 39,1 of 7  0 of 0,14%  0%,1  0,1  0,0  0,16 of 32  17 of 35,9 of 24  15 of 32,5 of 6  0 of 1,2 of 2  2 of 2,12 of 23  6 of 19,4 of 9  11 of 16,0 of 0  0 of 0,Markus Perez  Anthony Hernandez
489,Mara Romero Borella Taila Santos,0  0,29 of 83  36 of 100,34%  36%,84 of 140  57 of 123,2 of 5  1 of 1,40%  100%,0  2,2  1,0  0,29 of 83  36 of 100,14 of 64  17 of 69,7 of 9  10 of 20,8 of 10  9 of 11,15 of 62  27 of 89,5 of 9  9 of 11,9 of 12  0 of 0,Mara Romero Borella  Taila Santos
490,Thiago Alves Max Griffin,0  1,83 of 135  112 of 154,61%  72%,91 of 143  117 of 159,0 of 1  2 of 4,0%  50%,0  0,0  2,0  1,83 of 135  112 of 154,45 of 90  77 of 115,16 of 21  35 of 39,22 of 24  0 of 0,68 of 120  76 of 108,15 of 15  36 of 44,0 of 0  0 of 2,Thiago Alves  Max Griffin
491,Junior Albini Jairzinho Rozenstruik,0  1,18 of 27  19 of 27,66%  70%,26 of 35  26 of 34,2 of 6  0 of 0,33%  0%,0  0,4  0,0  1,18 of 27  19 of 27,7 of 16  15 of 23,3 of 3  0 of 0,8 of 8  4 of 4,15 of 22  9 of 17,1 of 2  5 of 5,2 of 3  5 of 5,Jairzinho Rozenstruik  Junior Albini
492,Geraldo de Freitas Felipe Colares,0  0,49 of 76  21 of 51,64%  41%,68 of 96  28 of 60,6 of 9  3 of 8,66%  37%,0  0,11  4,2  0,49 of 76  21 of 51,31 of 54  11 of 36,14 of 18  6 of 8,4 of 4  4 of 7,33 of 56  12 of 39,13 of 16  8 of 9,3 of 4  1 of 3,Geraldo de Freitas  Felipe Colares
493,Ricardo Ramos Said Nurmagomedov,0  1,2 of 8  17 of 24,25%  70%,2 of 8  17 of 24,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,2 of 8  17 of 24,1 of 5  6 of 13,1 of 2  6 of 6,0 of 1  5 of 5,2 of 8  12 of 19,0 of 0  5 of 5,0 of 0  0 of 0,Said Nurmagomedov  Ricardo Ramos
494,Magomed Bibulatov Rogerio Bontorin,0  0,58 of 98  40 of 77,59%  51%,66 of 107  52 of 89,4 of 8  1 of 3,50%  33%,0  2,0  2,0  1,58 of 98  40 of 77,21 of 57  27 of 62,35 of 39  11 of 12,2 of 2  2 of 3,41 of 78  33 of 70,14 of 16  6 of 6,3 of 4  1 of 1,Rogerio Bontorin  Magomed Bibulatov
495,Henry Cejudo TJ Dillashaw,1  0,18 of 23  1 of 3,78%  33%,18 of 23  1 of 3,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,18 of 23  1 of 3,17 of 22  0 of 1,1 of 1  0 of 0,0 of 0  1 of 2,3 of 6  1 of 3,0 of 0  0 of 0,15 of 17  0 of 0,Henry Cejudo  TJ Dillashaw
496,Greg Hardy Allen Crowder,0  0,29 of 64  12 of 30,45%  40%,35 of 70  16 of 34,0 of 0  1 of 3,0%  33%,0  1,0  2,0  0,29 of 64  12 of 30,21 of 56  12 of 30,5 of 5  0 of 0,3 of 3  0 of 0,17 of 51  8 of 25,6 of 7  1 of 2,6 of 6  3 of 3,Allen Crowder  Greg Hardy
497,Gregor Gillespie Yancy Medeiros,0  0,51 of 71  1 of 12,71%  8%,73 of 95  1 of 12,6 of 11  0 of 0,54%  0%,0  0,7  0,1  1,51 of 71  1 of 12,38 of 58  1 of 11,10 of 10  0 of 1,3 of 3  0 of 0,1 of 11  1 of 11,6 of 9  0 of 0,44 of 51  0 of 1,Gregor Gillespie  Yancy Medeiros
498,Joseph Benavidez Dustin Ortiz,1  0,21 of 50  49 of 87,42%  56%,37 of 72  93 of 136,7 of 12  3 of 8,58%  37%,0  0,2  2,2  1,21 of 50  49 of 87,7 of 30  21 of 54,6 of 8  28 of 32,8 of 12  0 of 1,20 of 44  20 of 55,0 of 2  22 of 23,1 of 4  7 of 9,Joseph Benavidez  Dustin Ortiz
499,Paige VanZant Rachael Ostovich,0  0,17 of 27  10 of 14,62%  71%,38 of 56  13 of 18,0 of 1  4 of 4,0%  100%,2  0,1  4,0  0,17 of 27  10 of 14,13 of 23  7 of 11,1 of 1  2 of 2,3 of 3  1 of 1,5 of 13  8 of 11,0 of 0  0 of 0,12 of 14  2 of 3,Paige VanZant  Rachael Ostovich
500,Glover Teixeira Karl Roberson,0  1,6 of 11  24 of 30,54%  80%,20 of 26  29 of 35,1 of 3  0 of 0,33%  0%,1  0,3  2,0  0,6 of 11  24 of 30,6 of 11  22 of 28,0 of 0  2 of 2,0 of 0  0 of 0,0 of 3  1 of 3,0 of 0  6 of 6,6 of 8  17 of 21,Glover Teixeira  Karl Roberson
501,Alexander Hernandez Donald Cerrone,0  1,49 of 105  80 of 162,46%  49%,54 of 110  81 of 163,0 of 2  1 of 1,0%  100%,0  0,0  0,0  0,49 of 105  80 of 162,20 of 59  58 of 136,25 of 42  18 of 22,4 of 4  4 of 4,32 of 82  52 of 124,17 of 23  14 of 22,0 of 0  14 of 16,Donald Cerrone  Alexander Hernandez
502,Joanne Calderwood Ariane Lipski,0  0,85 of 172  53 of 154,49%  34%,121 of 213  69 of 171,1 of 3  1 of 1,33%  100%,2  0,4  1,1  0,85 of 172  53 of 154,47 of 117  29 of 115,18 of 32  19 of 26,20 of 23  5 of 13,57 of 136  42 of 140,14 of 19  10 of 13,14 of 17  1 of 1,Joanne Calderwood  Ariane Lipski
503,Alonzo Menifield Vinicius Moreira,1  0,33 of 60  11 of 21,55%  52%,35 of 62  12 of 22,0 of 0  0 of 4,0%  0%,0  0,0  0,0  0,33 of 60  11 of 21,32 of 59  0 of 6,0 of 0  6 of 9,1 of 1  5 of 6,24 of 46  8 of 16,0 of 0  3 of 5,9 of 14  0 of 0,Alonzo Menifield  Vinicius Moreira
504,Cory Sandhagen Mario Bautista,1  0,17 of 54  9 of 30,31%  30%,17 of 55  10 of 32,1 of 2  1 of 1,50%  100%,2  0,2  0,0  0,17 of 54  9 of 30,9 of 43  4 of 22,2 of 3  3 of 4,6 of 8  2 of 4,13 of 47  9 of 29,0 of 0  0 of 1,4 of 7  0 of 0,Cory Sandhagen  Mario Bautista
505,Dennis Bermudez Te Edwards,0  1,63 of 122  23 of 56,51%  41%,83 of 147  24 of 57,5 of 9  0 of 0,55%  0%,2  0,8  0,0  0,63 of 122  23 of 56,42 of 96  16 of 46,12 of 13  3 of 5,9 of 13  4 of 5,27 of 64  15 of 41,3 of 10  4 of 4,33 of 48  4 of 11,Dennis Bermudez  Te Edwards
506,Belal Muhammad Geoff Neal,0  2,63 of 204  71 of 190,30%  37%,64 of 205  71 of 190,0 of 7  0 of 0,0%  0%,0  0,0  0,0  0,63 of 204  71 of 190,39 of 163  61 of 178,18 of 34  8 of 10,6 of 7  2 of 2,59 of 193  55 of 162,4 of 11  11 of 18,0 of 0  5 of 10,Geoff Neal  Belal Muhammad
507,Kyle Stewart Chance Rencountre,0  0,2 of 11  6 of 9,18%  66%,2 of 11  13 of 22,0 of 0  2 of 3,0%  66%,0  1,0  1,0  0,2 of 11  6 of 9,0 of 9  5 of 8,2 of 2  0 of 0,0 of 0  1 of 1,2 of 11  4 of 7,0 of 0  0 of 0,0 of 0  2 of 2,Chance Rencountre  Kyle Stewart
508,Jon Jones Alexander Gustafsson,0  0,59 of 102  22 of 83,57%  26%,63 of 106  24 of 85,1 of 5  0 of 0,20%  0%,0  0,3  0,0  0,59 of 102  22 of 83,26 of 52  12 of 62,15 of 22  4 of 11,18 of 28  6 of 10,40 of 81  19 of 80,7 of 8  3 of 3,12 of 13  0 of 0,Jon Jones  Alexander Gustafsson
509,Cris Cyborg Amanda Nunes,0  2,3 of 15  13 of 21,20%  61%,3 of 15  13 of 21,0 of 1  0 of 0,0%  0%,0  0,0  0,0  0,3 of 15  13 of 21,1 of 12  12 of 20,2 of 3  0 of 0,0 of 0  1 of 1,3 of 14  12 of 19,0 of 1  1 of 2,0 of 0  0 of 0,Amanda Nunes  Cris Cyborg
510,Carlos Condit Michael Chiesa,0  0,5 of 24  10 of 22,20%  45%,20 of 39  16 of 33,0 of 0  4 of 5,0%  80%,1  1,0  3,1  0,5 of 24  10 of 22,2 of 18  8 of 20,2 of 5  2 of 2,1 of 1  0 of 0,2 of 18  2 of 8,2 of 4  2 of 2,1 of 2  6 of 12,Michael Chiesa  Carlos Condit
511,Ilir Latifi Corey Anderson,0  0,33 of 78  40 of 121,42%  33%,34 of 79  45 of 127,0 of 4  0 of 4,0%  0%,0  0,0  0,0  0,33 of 78  40 of 121,23 of 66  24 of 93,3 of 5  11 of 22,7 of 7  5 of 6,23 of 62  38 of 114,10 of 16  2 of 7,0 of 0  0 of 0,Corey Anderson  Ilir Latifi
512,Chad Mendes Alexander Volkanovski,1  1,28 of 51  54 of 124,54%  43%,28 of 51  54 of 124,3 of 4  0 of 0,75%  0%,0  0,1  0,0  0,28 of 51  54 of 124,16 of 37  36 of 91,6 of 7  10 of 19,6 of 7  8 of 14,24 of 46  46 of 113,4 of 5  5 of 8,0 of 0  3 of 3,Alexander Volkanovski  Chad Mendes
513,Cat Zingano Megan Anderson,0  0,3 of 6  3 of 9,50%  33%,3 of 6  3 of 9,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,3 of 6  3 of 9,0 of 1  2 of 8,0 of 0  1 of 1,3 of 5  0 of 0,3 of 6  3 of 9,0 of 0  0 of 0,0 of 0  0 of 0,Megan Anderson  Cat Zingano
514,Douglas Silva de Andrade Petr Yan,0  0,28 of 77  76 of 118,36%  64%,28 of 77  101 of 145,0 of 1  3 of 4,0%  75%,0  1,0  1,0  0,28 of 77  76 of 118,13 of 44  49 of 86,10 of 20  23 of 27,5 of 13  4 of 5,26 of 75  42 of 78,2 of 2  8 of 8,0 of 0  26 of 32,Petr Yan  Douglas Silva de Andrade
515,BJ Penn Ryan Hall,0  0,3 of 8  6 of 15,37%  40%,8 of 15  8 of 19,0 of 0  0 of 0,0%  0%,0  1,0  0,0  0,3 of 8  6 of 15,1 of 5  0 of 7,1 of 1  1 of 2,1 of 2  5 of 6,2 of 5  6 of 14,0 of 0  0 of 1,1 of 3  0 of 0,Ryan Hall  BJ Penn
516,Nathaniel Wood Andre Ewell,1  0,61 of 114  15 of 58,53%  25%,171 of 234  18 of 62,2 of 3  0 of 0,66%  0%,1  0,4  0,0  0,61 of 114  15 of 58,32 of 71  10 of 43,16 of 17  5 of 15,13 of 26  0 of 0,28 of 72  13 of 54,4 of 5  2 of 4,29 of 37  0 of 0,Nathaniel Wood  Andre Ewell
517,Uriah Hall Bevon Lewis,1  0,39 of 88  68 of 157,44%  43%,42 of 91  77 of 168,0 of 0  0 of 0,0%  0%,0  0,0  0,0  0,39 of 88  68 of 157,13 of 48  27 of 100,5 of 13  4 of 9,21 of 27  37 of 48,39 of 88  56 of 139,0 of 0  12 of 18,0 of 0  0 of 0,Uriah Hall  Bevon Lewis
518,Curtis Millender Siyar Bahadurzada,0  0,89 of 165  40 of 121,53%  33%,91 of 167  65 of 149,0 of 0  3 of 7,0%  42%,0  0,1  2,0  0,89 of 165  40 of 121,59 of 112  30 of 98,8 of 20  4 of 14,22 of 33  6 of 9,84 of 160  29 of 104,5 of 5  2 of 5,0 of 0  9 of 12,Curtis Millender  Siyar Bahadurzada
519,Brian Kelleher Montel Jackson,0  0,6 of 10  10 of 16,60%  62%,6 of 10  16 of 27,0 of 1  0 of 0,0%  0%,0  1,0  0,0  0,6 of 10  10 of 16,0 of 3  6 of 11,0 of 1  2 of 3,6 of 6  2 of 2,6 of 10  7 of 12,0 of 0  1 of 1,0 of 0  2 of 3,Montel Jackson  Brian Kelleher
