,Fighter,Weight class,Method,Round,Time,location,date,fighturl,eventurl
5,Bethe Correia  Julie Kedzie,Women's Bantamweight,S-DEC,3,5:00,"Brisbane, Queensland, Australia","December 06, 2013",http://ufcstats.com/fight-details/39efb868dbe7e311,http://ufcstats.com/event-details/ee457ef1e1c326c1
6,Takeya Mizugaki  Nam Phan,Bantamweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia","December 06, 2013",http://ufcstats.com/fight-details/b951f2d4080ef172,http://ufcstats.com/event-details/ee457ef1e1c326c1
7,Caio Magalhaes  Nick Ring,Middleweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia","December 06, 2013",http://ufcstats.com/fight-details/e982a2648d69fda6,http://ufcstats.com/event-details/ee457ef1e1c326c1
8,Justin Scoggins  Richie Vaculik,Flyweight,KO/TKO  Punches,1,4:43,"Brisbane, Queensland, Australia","December 06, 2013",http://ufcstats.com/fight-details/e14b4f2c7b36d0b9,http://ufcstats.com/event-details/ee457ef1e1c326c1
9,Krzysztof Jotko  Bruno Santos,Middleweight,U-DEC,3,5:00,"Brisbane, Queensland, Australia","December 06, 2013",http://ufcstats.com/fight-details/678eb77df5589eac,http://ufcstats.com/event-details/ee457ef1e1c326c1
10,Alex Garcia  Ben Wall,Welterweight,KO/TKO  Punch,1,0:43,"Brisbane, Queensland, Australia","December 06, 2013",http://ufcstats.com/fight-details/2389557cfa02df78,http://ufcstats.com/event-details/ee457ef1e1c326c1
0,Nate Diaz  Gray Maynard,Lightweight,KO/TKO  Punches,1,2:38,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/f0815638f558968d,http://ufcstats.com/event-details/9a967e8e43dcef63
1,Julianna Pena  Jessica Rakoczy,Women's Bantamweight,KO/TKO  Punches,1,4:59,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/fca7fbd0bafc480c,http://ufcstats.com/event-details/9a967e8e43dcef63
2,Chris Holdsworth  Davey Grant,Bantamweight,SUB  Rear Naked Choke,2,2:10,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/a072ec605bebe5a8,http://ufcstats.com/event-details/9a967e8e43dcef63
3,Jessamyn Duke  Peggy Morgan,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/1b7bc992c26ac10f,http://ufcstats.com/event-details/9a967e8e43dcef63
4,Raquel Pennington  Roxanne Modafferi,Women's Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/2a940fac11da404d,http://ufcstats.com/event-details/9a967e8e43dcef63
5,Akira Corassani  Maximo Blanco,Featherweight,DQ,1,0:25,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/b186f4778257ca6d,http://ufcstats.com/event-details/9a967e8e43dcef63
6,Tom Niinimaki  Rani Yahya,Featherweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/e9ec16e4e7cfb120,http://ufcstats.com/event-details/9a967e8e43dcef63
7,Jared Rosholt  Walt Harris,Heavyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/2b5058614b56a898,http://ufcstats.com/event-details/9a967e8e43dcef63
8,Sean Spencer  Drew Dober,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/64e1197b8d5d0706,http://ufcstats.com/event-details/9a967e8e43dcef63
9,Joshua Sampo  Ryan Benoit,Flyweight,SUB  Rear Naked Choke,2,4:31,"Las Vegas, Nevada, USA","November 30, 2013",http://ufcstats.com/fight-details/c9ebbba18e4e1e84,http://ufcstats.com/event-details/9a967e8e43dcef63
0,Georges St-Pierre  Johny Hendricks,Welterweight,S-DEC,5,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/7ff036c99621eb1c,http://ufcstats.com/event-details/28f3c2258a1d8874
1,Rashad Evans  Chael Sonnen,Light Heavyweight,KO/TKO  Punches,1,4:05,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/25cb0e15dfc8deb3,http://ufcstats.com/event-details/28f3c2258a1d8874
2,Robbie Lawler  Rory MacDonald,Welterweight,S-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/6c1fa30e1dd38c0b,http://ufcstats.com/event-details/28f3c2258a1d8874
3,Tyron Woodley  Josh Koscheck,Welterweight,KO/TKO  Punch,1,4:38,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/1f5c71dd2a0672ac,http://ufcstats.com/event-details/28f3c2258a1d8874
4,Ali Bagautinov  Tim Elliott,Flyweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/3081e6e1bc1235a8,http://ufcstats.com/event-details/28f3c2258a1d8874
5,Donald Cerrone  Evan Dunham,Lightweight,SUB  Triangle Choke,2,3:49,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/67222a0d79c83086,http://ufcstats.com/event-details/28f3c2258a1d8874
6,Thales Leites  Ed Herman,Middleweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/e9ed827818e8cadf,http://ufcstats.com/event-details/28f3c2258a1d8874
7,Rick Story  Brian Ebersole,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/9bec9d2d0dd1d7f7,http://ufcstats.com/event-details/28f3c2258a1d8874
8,Erik Perez  Edwin Figueroa,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/9cc0582c703637aa,http://ufcstats.com/event-details/28f3c2258a1d8874
9,Jason High  Anthony Lapsley,Welterweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/a4d7e8241422ed41,http://ufcstats.com/event-details/28f3c2258a1d8874
10,Sergio Pettis  Will Campuzano,Bantamweight,U-DEC,3,5:00,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/55f4c3598797ce6f,http://ufcstats.com/event-details/28f3c2258a1d8874
11,Gian Villante  Cody Donovan,Light Heavyweight,KO/TKO  Punch,2,1:22,"Las Vegas, Nevada, USA","November 16, 2013",http://ufcstats.com/fight-details/d8b864e673f53ec2,http://ufcstats.com/event-details/28f3c2258a1d8874
0,Vitor Belfort  Dan Henderson,Light Heavyweight,KO/TKO  Kick,1,1:17,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/1d34e2f80cb91188,http://ufcstats.com/event-details/5d7c18191b8aa432
1,Cezar Ferreira  Daniel Sarafian,Middleweight,S-DEC,3,5:00,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/2d57ce76f7922ed9,http://ufcstats.com/event-details/5d7c18191b8aa432
2,Rafael Feijao  Igor Pokrajac,Light Heavyweight,KO/TKO  Knee,1,1:18,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/c6c37a9e8990baba,http://ufcstats.com/event-details/5d7c18191b8aa432
3,Brandon Thatch  Paulo Thiago,Welterweight,KO/TKO  Knee,1,2:10,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/8de959ac3c3eeb85,http://ufcstats.com/event-details/5d7c18191b8aa432
4,Ryan LaFlare  Santiago Ponzinibbio,Welterweight,U-DEC,3,5:00,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/389c844a1a56177c,http://ufcstats.com/event-details/5d7c18191b8aa432
5,Jeremy Stephens  Rony Jason,Featherweight,KO/TKO  Kick,1,0:40,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/2e042964c6498e7a,http://ufcstats.com/event-details/5d7c18191b8aa432
6,Sam Sicilia  Godofredo Pepey,Featherweight,KO/TKO  Punches,1,1:42,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/0a70601cc9f2426f,http://ufcstats.com/event-details/5d7c18191b8aa432
7,Omari Akhmedov  Thiago Perpetuo,Middleweight,KO/TKO,1,3:31,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/e9bc416752cadd29,http://ufcstats.com/event-details/5d7c18191b8aa432
8,Thiago Tavares  Justin Salas,Lightweight,SUB  Rear Naked Choke,1,2:38,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/ee4d086121100177,http://ufcstats.com/event-details/5d7c18191b8aa432
9,Adriano Martins  Daron Cruickshank,Lightweight,SUB  Armbar,2,2:49,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/2dd0a47f43dfe8f6,http://ufcstats.com/event-details/5d7c18191b8aa432
10,Dustin Ortiz  Jose Maria,Flyweight,KO/TKO  Punches,3,3:19,"Goiania, Goias, Brazil","November 09, 2013",http://ufcstats.com/fight-details/5cce3bc28ddb158f,http://ufcstats.com/event-details/5d7c18191b8aa432
0,Tim Kennedy  Rafael Natal,Middleweight,KO/TKO  Punch,1,4:40,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/26e876df6d498657,http://ufcstats.com/event-details/35dc6220b113b7ec
1,Alexis Davis  Liz Carmouche,Women's Bantamweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/4c257f69fb974088,http://ufcstats.com/event-details/35dc6220b113b7ec
2,Yoel Romero  Ronny Markes,Middleweight,KO/TKO  Punch,3,1:39,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/b35f2071e6dd4b12,http://ufcstats.com/event-details/35dc6220b113b7ec
3,Rustam Khabilov  Jorge Masvidal,Lightweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/dbc3afd71525c83d,http://ufcstats.com/event-details/35dc6220b113b7ec
4,Michael Chiesa  Colton Smith,Lightweight,SUB  Rear Naked Choke,2,1:41,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/0cd79ea89d5931d0,http://ufcstats.com/event-details/35dc6220b113b7ec
5,Bobby Green  James Krause,Lightweight,KO/TKO  Kick,1,3:50,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/2bcb1b0b05e2c739,http://ufcstats.com/event-details/35dc6220b113b7ec
6,Francisco Rivera  George Roop,Bantamweight,KO/TKO  Punch,2,2:20,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/dc3deae609874677,http://ufcstats.com/event-details/35dc6220b113b7ec
7,Dennis Bermudez  Steven Siler,Featherweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/ce30634422a264f9,http://ufcstats.com/event-details/35dc6220b113b7ec
8,Amanda Nunes  Germaine de Randamie,Women's Bantamweight,KO/TKO  Elbows,1,3:56,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/add991cb839af4ed,http://ufcstats.com/event-details/35dc6220b113b7ec
9,Lorenz Larkin  Chris Camozzi,Middleweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/ef97cccf28cf00a8,http://ufcstats.com/event-details/35dc6220b113b7ec
11,Seth Baczynski  Neil Magny,Welterweight,U-DEC,3,5:00,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/6017ccf5fa09da34,http://ufcstats.com/event-details/35dc6220b113b7ec
12,Derek Brunson  Brian Houston,Middleweight,SUB  Rear Naked Choke,1,0:48,"Fort Campbell, Kentucky, USA","November 06, 2013",http://ufcstats.com/fight-details/20a83369ee44e1d4,http://ufcstats.com/event-details/35dc6220b113b7ec
0,Lyoto Machida  Mark Munoz,Middleweight,KO/TKO  Kick,1,3:10,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/49d065270f57ad99,http://ufcstats.com/event-details/60884f31ead1609c
2,Jimi Manuwa  Ryan Jimmo,Light Heavyweight,KO/TKO,2,4:41,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/c33671cab408184b,http://ufcstats.com/event-details/60884f31ead1609c
3,Norman Parke  Jon Tuck,Lightweight,U-DEC,3,5:00,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/a34dc365302238e8,http://ufcstats.com/event-details/60884f31ead1609c
4,Nico Musoke  Alessio Sakara,Middleweight,SUB  Armbar,1,3:07,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/2a50b91600e87994,http://ufcstats.com/event-details/60884f31ead1609c
5,John Lineker  Phil Harris,Flyweight,KO/TKO  Punch,1,2:51,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/4c0718f12ca664bb,http://ufcstats.com/event-details/60884f31ead1609c
6,Al Iaquinta  Piotr Hallmann,Lightweight,U-DEC,3,5:00,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/22fdf7a08691db5d,http://ufcstats.com/event-details/60884f31ead1609c
7,Luke Barnatt  Andrew Craig,Middleweight,SUB  Rear Naked Choke,2,2:12,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/6fbd9d599d638106,http://ufcstats.com/event-details/60884f31ead1609c
8,Jessica Andrade  Rosi Sexton,Women's Bantamweight,U-DEC,3,5:00,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/5364d1537fc7d5aa,http://ufcstats.com/event-details/60884f31ead1609c
9,Cole Miller  Andy Ogle,Featherweight,U-DEC,3,5:00,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/0051d7fbb7893d27,http://ufcstats.com/event-details/60884f31ead1609c
10,Jimy Hettes  Rob Whiteford,Featherweight,SUB  Triangle Choke,2,2:17,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/ce9e10ad39976287,http://ufcstats.com/event-details/60884f31ead1609c
11,Bradley Scott  Michael Kuiper,Middleweight,SUB  Guillotine Choke,1,4:17,"Manchester, England, United Kingdom","October 26, 2013",http://ufcstats.com/fight-details/46c89e7e886cdc5b,http://ufcstats.com/event-details/60884f31ead1609c
0,Cain Velasquez  Junior Dos Santos,Heavyweight,KO/TKO  Punch,5,3:09,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/0bdc4e7ce6687367,http://ufcstats.com/event-details/eae4aec1a5a8ff01
1,Daniel Cormier  Roy Nelson,Heavyweight,U-DEC,3,5:00,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/e7cb40d82d987b9e,http://ufcstats.com/event-details/eae4aec1a5a8ff01
2,Gilbert Melendez  Diego Sanchez,Lightweight,U-DEC,3,5:00,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/340d5e6f22ff6ac4,http://ufcstats.com/event-details/eae4aec1a5a8ff01
3,Gabriel Gonzaga  Shawn Jordan,Heavyweight,KO/TKO  Punch,1,1:33,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/ed53922429a19c99,http://ufcstats.com/event-details/eae4aec1a5a8ff01
4,John Dodson  Darrell Montague,Flyweight,KO/TKO  Punch,1,4:13,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/eba86a4ea6128840,http://ufcstats.com/event-details/eae4aec1a5a8ff01
5,Tim Boetsch  CB Dollaway,Middleweight,S-DEC,3,5:00,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/fffa21388cdd78b7,http://ufcstats.com/event-details/eae4aec1a5a8ff01
6,Hector Lombard  Nate Marquardt,Welterweight,KO/TKO  Punch,1,1:48,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/2a5fd0e2728967a5,http://ufcstats.com/event-details/eae4aec1a5a8ff01
8,KJ Noons  George Sotiropoulos,Lightweight,U-DEC,3,5:00,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/ed9d7d85a5ae06b1,http://ufcstats.com/event-details/eae4aec1a5a8ff01
9,Adlan Amagov  TJ Waldburger,Welterweight,KO/TKO  Punch,1,3:00,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/2443d8aa86f0070d,http://ufcstats.com/event-details/eae4aec1a5a8ff01
10,Tony Ferguson  Mike Rio,Lightweight,SUB  D'Arce Choke,1,1:52,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/58b7b23b46f4ccd6,http://ufcstats.com/event-details/eae4aec1a5a8ff01
11,Andre Fili  Jeremy Larsen,Featherweight,KO/TKO  Punch,2,0:53,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/f11ca082c924464c,http://ufcstats.com/event-details/eae4aec1a5a8ff01
12,Kyoji Horiguchi  Dustin Pague,Bantamweight,KO/TKO  Punches,2,3:51,"Houston, Texas, USA","October 19, 2013",http://ufcstats.com/fight-details/e1ccf09c055bac01,http://ufcstats.com/event-details/eae4aec1a5a8ff01
0,Jake Shields  Demian Maia,Welterweight,S-DEC,5,5:00,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/a41ba2624191bf23,http://ufcstats.com/event-details/43612456979e5d5e
1,Dong Hyun Kim  Erick Silva,Welterweight,KO/TKO  Punch,2,3:01,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/3fc3179cd800128e,http://ufcstats.com/event-details/43612456979e5d5e
2,Thiago Silva  Matt Hamill,Light Heavyweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/adede42d4c20494c,http://ufcstats.com/event-details/43612456979e5d5e
3,Fabio Maldonado  Joey Beltran,Light Heavyweight,S-DEC,3,5:00,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/fecf9c7a4e965690,http://ufcstats.com/event-details/43612456979e5d5e
4,Rousimar Palhares  Mike Pierce,Welterweight,SUB  Heel Hook,1,0:31,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/e0ca5ac323768da0,http://ufcstats.com/event-details/43612456979e5d5e
5,Raphael Assuncao  TJ Dillashaw,Bantamweight,S-DEC,3,5:00,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/9ad2dde9c35d3cc4,http://ufcstats.com/event-details/43612456979e5d5e
6,Igor Araujo  Ildemar Alcantara,Welterweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/676590832dc86748,http://ufcstats.com/event-details/43612456979e5d5e
7,Yan Cabral  David Mitchell,Welterweight,U-DEC,3,5:00,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/3e610c7a2ab31acd,http://ufcstats.com/event-details/43612456979e5d5e
8,Chris Cariaso  Iliarde Santos,Flyweight,KO/TKO  Punches,2,4:31,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/3a8baa48c9b30d47,http://ufcstats.com/event-details/43612456979e5d5e
9,Alan Patrick  Garett Whiteley,Lightweight,KO/TKO  Punch,1,3:54,"Barueri, Sao Paulo, Brazil","October 09, 2013",http://ufcstats.com/fight-details/79e7b986601fdd2a,http://ufcstats.com/event-details/43612456979e5d5e
0,Jon Jones  Alexander Gustafsson,Light Heavyweight,U-DEC,5,5:00,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/0aa5be9d0e75dd42,http://ufcstats.com/event-details/df5a77121ba84a5d
1,Renan Barao  Eddie Wineland,Bantamweight,KO/TKO  Spinning Back Kick,2,0:35,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/1019f330bdecfc65,http://ufcstats.com/event-details/df5a77121ba84a5d
2,Brendan Schaub  Matt Mitrione,Heavyweight,SUB  D'Arce Choke,1,4:06,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/c0a5eeb0be0049bb,http://ufcstats.com/event-details/df5a77121ba84a5d
3,Francis Carmont  Costas Philippou,Middleweight,U-DEC,3,5:00,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/d9834a03626a3c06,http://ufcstats.com/event-details/df5a77121ba84a5d
4,Khabib Nurmagomedov  Pat Healy,Lightweight,U-DEC,3,5:00,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/ca2b48fd007126e0,http://ufcstats.com/event-details/df5a77121ba84a5d
5,Myles Jury  Mike Ricci,Lightweight,S-DEC,3,5:00,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/b3bb90f5a2aa0d7c,http://ufcstats.com/event-details/df5a77121ba84a5d
6,Wilson Reis  Ivan Menjivar,Bantamweight,U-DEC,3,5:00,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/e37368ff2a7a71f6,http://ufcstats.com/event-details/df5a77121ba84a5d
7,Stephen Thompson  Chris Clements,Welterweight,KO/TKO  Punch,2,1:27,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/a95be3943ea0f691,http://ufcstats.com/event-details/df5a77121ba84a5d
8,Mitch Gagnon  Dustin Kimura,Bantamweight,SUB  Guillotine Choke,1,4:05,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/0d857bd8245f9d31,http://ufcstats.com/event-details/df5a77121ba84a5d
9,John Makdessi  Renee Forte,Lightweight,KO/TKO  Punch,1,2:01,"Toronto, Ontario, Canada","September 21, 2013",http://ufcstats.com/fight-details/d3f9262901219944,http://ufcstats.com/event-details/df5a77121ba84a5d
